,position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
15849,Defender,56,68,325000.0,1000.0,20,191,84,Wycombe Wanderers,English League One,2022.0,England,Right,2,2,1,Medium/Medium,57.0,24.0,33.0,37.0,56.0,67.0,31,16,55,37,22,28,29,28,33,43,58,57,47,54,44,43,65,61,73,19,58,55,27,29,39,44,56,56,54
15850,Defender,56,75,325000.0,500.0,17,185,69,KV Oostende,Belgian Jupiler Pro League,2024.0,Belgium,Right,3,2,1,Medium/High,73.0,24.0,45.0,52.0,54.0,61.0,29,18,57,61,29,48,27,23,53,52,72,74,67,47,69,36,72,60,64,22,53,49,27,38,36,42,51,59,54
15851,Defender,56,68,325000.0,1000.0,19,180,72,Derby County,English League Championship,2022.0,Republic of Ireland,Left,3,2,1,Low/High,59.0,26.0,31.0,35.0,59.0,55.0,31,24,58,34,29,28,26,30,30,34,62,57,47,47,67,36,74,56,54,19,53,56,30,27,34,40,55,62,64
15852,Defender,56,73,350000.0,1000.0,19,180,70,SV Zulte Waregem,Belgian Jupiler Pro League,2022.0,Belgium,Right,3,2,1,Medium/Medium,55.0,25.0,32.0,34.0,57.0,62.0,23,19,59,40,24,29,24,23,34,30,57,53,48,45,68,42,70,56,67,17,54,57,26,28,35,37,53,61,58
15853,Forward,56,72,375000.0,1000.0,19,175,65,KV Oostende,Belgian Jupiler Pro League,2023.0,Belgium,Right,3,2,1,Medium/Medium,79.0,56.0,39.0,58.0,19.0,42.0,29,59,52,46,40,56,40,29,28,57,84,74,72,47,81,55,75,53,40,53,27,16,60,48,55,48,19,12,15
15854,Midfielder,56,64,325000.0,850.0,21,177,70,USL Dunkerque,French Ligue 2,2025.0,France,Left,2,3,1,Medium/Medium,66.0,46.0,52.0,60.0,29.0,47.0,53,43,34,56,48,63,42,39,50,58,67,66,61,41,70,56,45,54,48,41,38,23,46,53,52,52,27,33,32
15855,Forward,56,73,350000.0,950.0,17,191,80,Reading,English League Championship,2022.0,England,Right,3,2,1,High/Medium,72.0,55.0,41.0,53.0,20.0,63.0,39,55,57,44,42,55,35,29,31,47,73,71,68,57,48,60,65,55,74,50,45,17,54,51,65,45,16,16,13
15856,Defender,56,72,350000.0,950.0,18,175,70,Birmingham City,English League Championship,2023.0,England,Right,2,2,1,Medium/Medium,62.0,45.0,43.0,53.0,53.0,51.0,52,48,44,46,31,57,28,32,40,50,66,58,53,52,62,51,60,56,47,35,50,55,47,38,36,36,49,59,55
15857,Forward,56,69,350000.0,850.0,21,183,75,Örebro SK,Swedish Allsvenskan,2021.0,Nigeria,Right,3,2,1,Medium/Medium,78.0,53.0,45.0,57.0,19.0,56.0,33,57,49,53,48,56,40,29,40,54,77,78,73,53,65,55,56,65,57,45,43,17,50,54,55,51,14,15,18
15858,Midfielder,56,64,300000.0,1000.0,20,176,70,Go Ahead Eagles,Holland Eredivisie,2022.0,Netherlands,Left,3,2,1,Medium/Medium,62.0,42.0,58.0,57.0,53.0,52.0,49,36,50,66,40,56,42,44,60,59,63,62,58,57,67,52,54,49,51,44,60,48,38,57,53,49,52,56,57
15859,Defender,56,64,300000.0,2000.0,22,192,84,Fatih Karagümrük S.K.,Turkish Süper Lig,2022.0,Italy,Right,2,2,1,Low/Medium,64.0,30.0,32.0,37.0,59.0,56.0,26,23,51,35,32,30,35,30,32,39,64,64,40,49,59,45,69,59,54,27,53,53,27,32,43,40,56,65,65
15860,Midfielder,56,64,300000.0,2000.0,20,181,73,Aytemiz Alanyaspor,Turkish Süper Lig,2025.0,Turkey,Left,3,2,1,Medium/Medium,54.0,39.0,53.0,57.0,53.0,54.0,48,34,53,61,39,58,40,39,59,56,53,55,55,56,65,55,58,51,53,34,57,45,35,47,45,45,50,60,60
15861,Midfielder,56,77,425000.0,500.0,17,179,74,RC Strasbourg Alsace,French Ligue 1,2024.0,France,Right,2,2,1,Medium/Medium,60.0,39.0,54.0,58.0,51.0,53.0,40,33,56,65,35,61,41,46,56,58,61,60,50,58,67,54,58,42,54,39,62,48,30,54,53,41,45,55,59
15862,Midfielder,56,70,325000.0,1000.0,18,178,71,Eintracht Frankfurt,German 1. Bundesliga,2022.0,Germany,Left,2,2,1,Medium/Medium,64.0,57.0,53.0,56.0,28.0,48.0,57,59,47,54,59,56,58,43,44,57,62,65,61,36,66,61,56,59,47,48,33,26,55,56,56,48,24,28,23
15863,Defender,56,73,350000.0,1000.0,18,182,74,Eintracht Frankfurt,German 1. Bundesliga,2023.0,Germany,Left,3,2,1,Medium/Medium,63.0,33.0,47.0,53.0,53.0,55.0,52,34,47,51,34,53,45,35,41,52,62,64,60,57,61,31,57,61,54,30,50,56,46,41,36,39,54,52,49
15864,Midfielder,56,68,325000.0,500.0,18,178,77,CD Huachipato,Chilian Campeonato Nacional,2025.0,Chile,Right,3,2,1,Medium/Medium,68.0,53.0,51.0,54.0,26.0,55.0,52,58,42,56,46,53,40,38,46,53,70,66,62,51,70,52,47,54,68,45,27,21,57,52,45,42,27,24,22
15865,Forward,56,70,350000.0,500.0,21,180,70,HJK Helsinki,Finnish Veikkausliiga,2022.0,Cameroon,Right,2,2,1,Medium/Low,71.0,54.0,42.0,54.0,25.0,54.0,38,58,56,49,48,54,47,40,35,55,72,70,60,48,62,51,63,54,58,50,40,22,55,39,46,43,18,25,21
15866,Defender,56,76,375000.0,500.0,17,190,78,Aston Villa,English Premier League,2022.0,Netherlands,Right,3,2,1,Low/High,61.0,31.0,37.0,37.0,56.0,60.0,28,24,59,46,35,32,28,29,33,36,60,61,40,51,49,50,71,55,63,23,54,56,29,38,48,47,50,58,61
15867,Midfielder,56,67,325000.0,2000.0,20,178,70,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,2025.0,Ghana,Left,3,2,1,High/Medium,84.0,47.0,50.0,61.0,26.0,49.0,47,48,38,51,42,62,50,45,46,60,82,85,70,55,68,53,52,64,48,42,33,18,50,53,40,45,32,22,28
15868,Forward,56,64,325000.0,750.0,21,185,80,Sarpsborg 08 FF,Norwegian Eliteserien,2024.0,Mali,Right,3,2,1,Medium/Medium,76.0,56.0,41.0,50.0,20.0,59.0,39,58,56,43,43,50,41,32,38,50,74,77,51,47,55,54,61,55,73,56,26,14,58,46,55,42,15,18,17
15869,Midfielder,56,71,325000.0,2000.0,18,172,77,Al Shabab,Saudi Abdul L. Jameel League,2024.0,Saudi Arabia,Right,3,2,1,High/Low,82.0,51.0,46.0,56.0,23.0,58.0,52,55,39,49,36,60,37,30,41,49,80,84,65,36,74,55,48,57,70,46,30,16,55,44,30,47,20,25,25
15870,Midfielder,56,69,350000.0,1000.0,20,182,75,Legia Warszawa,Polish T-Mobile Ekstraklasa,2025.0,Poland,Right,3,2,1,Medium/Medium,64.0,49.0,53.0,59.0,33.0,51.0,49,48,39,56,41,59,49,41,51,60,64,64,52,55,62,54,51,45,56,48,48,24,51,56,46,61,41,29,36
15871,Defender,56,68,325000.0,1000.0,18,178,70,Burnley,English Premier League,2022.0,England,Left,2,2,1,Medium/Medium,63.0,36.0,47.0,55.0,52.0,56.0,57,33,51,48,33,56,44,40,40,52,65,61,59,52,66,39,57,63,52,36,58,51,49,43,31,41,49,56,52
15872,Defender,56,76,375000.0,500.0,17,178,72,Club Sporting Cristal,Peruvian Primera División,2023.0,Peru,Left,3,2,1,Medium/Medium,61.0,26.0,48.0,40.0,55.0,61.0,29,22,58,61,28,33,32,35,55,42,60,61,43,55,65,29,68,63,61,25,55,53,35,45,37,43,55,56,55
15873,Midfielder,55,58,160000.0,500.0,26,175,64,Finn Harps,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Left,4,3,1,Medium/Medium,61.0,55.0,56.0,59.0,48.0,47.0,56,53,44,56,57,57,55,56,55,58,60,61,70,54,71,56,44,50,45,58,47,48,55,56,51,56,48,49,48
15874,Forward,55,55,120000.0,2000.0,30,180,80,Changchun Yatai FC,Chinese Super League,2021.0,China PR,Right,3,2,1,High/Low,56.0,55.0,39.0,51.0,31.0,68.0,33,57,66,40,43,51,31,32,33,48,58,55,47,49,65,62,66,64,75,48,57,28,53,51,55,55,31,25,20
15875,Midfielder,55,55,120000.0,550.0,29,178,65,Kerala Blasters FC,Indian Super League,2022.0,India,Right,4,2,1,Medium/Medium,77.0,52.0,48.0,56.0,28.0,50.0,53,52,41,49,47,56,47,39,47,54,76,78,64,47,69,61,46,45,54,48,46,18,50,45,47,46,30,29,24
15876,Forward,55,63,275000.0,500.0,23,165,68,Longford Town,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Right,3,2,1,Medium/Medium,67.0,53.0,44.0,56.0,27.0,59.0,33,54,55,48,48,55,50,50,35,50,69,65,75,56,81,53,78,50,66,51,49,19,52,52,50,47,30,23,21
15877,Midfielder,55,55,120000.0,500.0,30,163,58,SC East Bengal FC,Indian Super League,2022.0,India,Left,3,2,1,High/Medium,71.0,47.0,52.0,55.0,41.0,52.0,57,46,44,50,46,50,51,52,51,54,76,67,73,46,86,49,41,62,45,48,62,45,48,52,50,55,38,41,40
15878,Midfielder,55,55,130000.0,2000.0,28,183,77,Tianjin Jinmen Tiger FC,Chinese Super League,2021.0,China PR,Right,2,2,1,Medium/Medium,65.0,54.0,52.0,52.0,53.0,63.0,41,53,47,55,32,46,51,42,51,55,62,68,67,59,72,69,63,70,61,51,57,58,56,59,43,38,56,51,47
15879,Forward,55,64,275000.0,3000.0,23,187,74,Queens Park Rangers,English League Championship,2022.0,Denmark,Right,2,2,1,Medium/Low,63.0,54.0,47.0,51.0,33.0,59.0,38,56,54,55,47,49,36,38,49,52,68,59,57,51,56,55,49,53,67,51,50,32,56,47,40,49,30,32,28
15880,Forward,55,58,170000.0,3000.0,25,166,59,Al Batin,Saudi Abdul L. Jameel League,2022.0,Saudi Arabia,Right,4,3,1,Medium/Medium,70.0,43.0,48.0,62.0,32.0,34.0,46,44,32,50,38,60,37,31,47,59,72,69,82,47,89,49,60,34,33,33,30,16,48,54,48,45,41,30,39
15881,Forward,55,64,275000.0,2000.0,22,183,79,Crawley Town,English League Two,2022.0,Grenada,Right,2,2,1,Low/Low,72.0,54.0,40.0,52.0,30.0,63.0,39,55,50,41,47,53,35,36,35,52,70,73,56,45,58,62,51,33,76,48,70,28,54,45,52,45,25,30,32
15882,Midfielder,55,62,230000.0,500.0,25,175,65,Chennaiyin FC,Indian Super League,2022.0,India,Right,4,2,1,Medium/High,67.0,43.0,51.0,54.0,50.0,65.0,52,41,42,56,42,51,49,42,55,53,66,68,66,44,72,49,62,58,64,42,75,53,42,43,47,54,47,54,45
15883,Defender,55,65,275000.0,500.0,22,175,68,Shamrock Rovers,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Right,2,2,1,High/Medium,67.0,40.0,46.0,53.0,47.0,62.0,42,40,54,54,34,49,38,33,40,53,65,68,64,55,64,39,61,75,59,41,53,47,54,46,41,46,42,50,49
15884,Midfielder,55,63,275000.0,600.0,22,187,72,Mjällby AIF,Swedish Allsvenskan,2021.0,Australia,Right,3,2,1,Medium/Medium,71.0,47.0,54.0,57.0,53.0,49.0,45,50,51,60,32,55,44,33,59,57,72,71,60,63,58,47,49,32,58,44,50,52,54,54,42,56,50,56,52
15885,Midfielder,55,69,300000.0,1000.0,21,179,74,FC St. Gallen 1879,Swiss Super League,2022.0,Switzerland,Right,2,2,1,High/Medium,66.0,46.0,51.0,59.0,32.0,38.0,52,48,43,56,43,57,43,37,47,59,65,66,70,49,77,48,49,35,41,39,33,34,54,51,42,45,27,34,30
15886,Forward,55,64,275000.0,2000.0,23,183,76,FC Lugano,Swiss Super League,2022.0,Italy,Right,3,2,1,Medium/Low,67.0,52.0,46.0,55.0,26.0,53.0,51,56,47,46,47,53,42,33,38,55,68,66,61,55,67,48,57,32,67,47,43,20,60,51,45,58,35,18,18
15887,Defender,55,60,170000.0,4000.0,25,162,57,Al Fateh,Saudi Abdul L. Jameel League,2023.0,Saudi Arabia,Right,3,2,1,Medium/Medium,68.0,29.0,40.0,52.0,51.0,43.0,49,24,43,42,28,49,34,25,34,45,69,67,72,52,89,43,71,57,31,23,48,54,41,36,31,38,47,54,53
15888,Forward,55,66,275000.0,2000.0,22,172,63,Exeter City,English League Two,2022.0,England,Right,2,2,1,High/Low,74.0,53.0,39.0,59.0,22.0,54.0,31,56,51,46,45,55,35,30,31,54,75,74,86,53,81,53,72,65,54,49,35,19,56,43,54,46,20,19,15
15889,Defender,55,55,90000.0,2000.0,31,176,73,Hebei FC,Chinese Super League,2021.0,China PR,Left,4,2,1,High/Medium,68.0,27.0,55.0,57.0,53.0,65.0,57,22,48,59,27,56,42,37,53,57,69,67,65,54,65,29,58,62,74,28,47,56,53,53,31,51,55,52,50
15890,Midfielder,55,60,190000.0,2000.0,24,181,73,Hebei FC,Chinese Super League,2021.0,China PR,Left,4,2,1,Medium/Medium,71.0,55.0,42.0,59.0,23.0,56.0,50,54,62,38,42,60,41,43,28,57,66,75,65,54,66,58,63,60,65,55,28,14,55,49,62,45,31,12,12
15891,Forward,55,72,325000.0,1000.0,20,178,69,Aberdeen,Scottish Premiership,2022.0,England,Right,4,3,1,Medium/Low,76.0,54.0,45.0,57.0,21.0,46.0,38,53,49,46,49,55,43,34,42,54,77,76,76,47,74,58,57,52,49,50,28,16,58,55,54,53,23,16,16
15892,Midfielder,55,65,275000.0,750.0,21,182,72,Perth Glory,Australian Hyundai A-League,2023.0,Australia,Right,4,2,1,Medium/Medium,63.0,41.0,50.0,54.0,52.0,65.0,33,36,48,61,34,53,34,37,55,54,65,61,53,53,69,54,69,77,64,37,50,51,54,50,38,53,49,57,53
15893,Defender,55,55,90000.0,1000.0,32,183,76,Chongqing Liangjiang Athletic,Chinese Super League,2022.0,China PR,Left,2,2,1,Medium/Medium,70.0,25.0,36.0,43.0,54.0,66.0,48,23,40,35,25,44,33,30,23,35,71,70,62,53,44,27,62,66,67,20,63,47,40,37,33,40,60,58,55
15894,Defender,55,62,230000.0,3000.0,25,185,72,Beijing Guoan FC,Chinese Super League,2023.0,China PR,Right,3,2,1,Medium/High,60.0,31.0,49.0,56.0,56.0,57.0,56,25,47,53,20,61,29,31,56,51,54,64,49,55,73,34,50,66,56,35,52,53,51,39,39,45,54,60,60
15895,Midfielder,55,59,180000.0,2000.0,23,188,70,Tianjin Jinmen Tiger FC,Chinese Super League,2022.0,China PR,Right,3,2,1,Medium/Low,63.0,55.0,46.0,53.0,23.0,61.0,48,56,56,52,41,54,46,34,28,51,70,57,60,59,42,56,71,60,73,51,31,10,60,52,58,43,30,18,11
15896,Midfielder,55,68,300000.0,900.0,21,175,67,Ross County FC,Scottish Premiership,2022.0,Canada,Left,3,2,1,Medium/Medium,71.0,51.0,53.0,57.0,51.0,53.0,41,49,43,63,39,50,44,33,56,61,73,70,67,54,72,63,64,54,52,45,50,44,53,51,47,60,50,60,53
15897,Forward,55,65,275000.0,3000.0,22,171,64,Al Raed,Saudi Abdul L. Jameel League,2024.0,Saudi Arabia,Left,4,2,1,Medium/Medium,69.0,51.0,50.0,56.0,24.0,47.0,49,54,45,53,44,56,48,46,51,55,68,69,64,50,62,49,56,49,50,47,34,20,50,48,59,43,19,27,21
15898,Defender,55,62,240000.0,1000.0,23,183,73,Shenzhen FC,Chinese Super League,2023.0,China PR,Right,3,2,1,Medium/Medium,67.0,30.0,42.0,51.0,50.0,58.0,46,29,50,45,26,47,42,38,36,55,66,67,63,50,64,29,53,61,59,29,53,54,43,38,38,36,51,48,48
15899,Midfielder,55,62,250000.0,3000.0,23,169,61,Al Hazem,Saudi Abdul L. Jameel League,2022.0,Saudi Arabia,Right,4,3,1,Medium/Medium,65.0,48.0,58.0,60.0,40.0,45.0,54,46,41,60,42,59,52,58,59,60,61,68,65,53,79,53,58,49,41,50,47,40,52,57,47,56,43,40,33
15900,Defender,55,67,275000.0,1000.0,20,193,80,Chongqing Liangjiang Athletic,Chinese Super League,2024.0,China PR,Right,3,2,1,Medium/Medium,71.0,42.0,50.0,50.0,52.0,69.0,51,40,55,54,33,47,32,32,55,47,70,71,62,50,69,46,63,67,73,46,61,51,45,45,31,47,52,51,52
15901,Forward,55,72,325000.0,2000.0,20,180,73,Beijing Guoan FC,Chinese Super League,2021.0,China PR,Right,3,3,1,High/Medium,74.0,56.0,48.0,57.0,22.0,39.0,46,53,33,50,55,55,53,35,44,56,73,74,76,45,70,68,42,53,33,52,37,15,49,51,59,42,24,23,15
15902,Defender,55,58,150000.0,500.0,26,180,76,Odisha FC,Indian Super League,2023.0,India,Left,4,2,1,High/Medium,77.0,35.0,40.0,53.0,51.0,62.0,49,33,45,39,31,51,33,34,39,45,74,80,73,51,73,42,83,59,64,29,53,54,49,37,38,57,52,51,50
15903,Defender,55,63,275000.0,2000.0,23,179,67,Al Faisaly,Saudi Abdul L. Jameel League,2023.0,Saudi Arabia,Left,3,2,1,Medium/Medium,71.0,25.0,47.0,53.0,50.0,61.0,53,20,46,47,22,53,35,34,48,51,73,69,57,49,75,28,58,57,60,24,67,51,49,44,38,43,48,51,53
15904,Midfielder,55,67,300000.0,2000.0,20,178,75,Mansfield Town,English League Two,2022.0,Wales,Right,3,2,1,Medium/Medium,71.0,41.0,51.0,58.0,45.0,60.0,37,35,46,61,41,57,42,37,56,59,70,71,57,56,72,52,64,63,60,38,53,44,55,49,40,45,39,49,50
15905,Defender,55,69,300000.0,1000.0,21,184,72,Universidad Católica,Chilian Campeonato Nacional,2024.0,Chile,Right,3,2,1,Medium/Medium,61.0,25.0,43.0,42.0,54.0,63.0,30,25,56,56,23,43,30,21,54,36,63,60,39,46,64,31,69,65,64,20,54,51,33,33,23,51,55,56,52
15906,Defender,55,71,325000.0,850.0,20,178,64,Djurgårdens IF,Swedish Allsvenskan,2024.0,Norway,Right,3,2,1,High/Medium,68.0,27.0,38.0,54.0,51.0,52.0,49,22,44,38,30,57,30,32,36,40,72,65,75,58,74,26,63,57,49,30,51,54,49,31,41,35,48,53,56
15907,Defender,55,70,275000.0,1000.0,20,186,73,Brøndby IF,Danish Superliga,2025.0,Sweden,Right,3,2,1,Medium/Medium,59.0,29.0,42.0,46.0,56.0,59.0,42,26,48,48,29,44,31,33,44,44,66,54,54,52,60,34,71,55,61,29,55,54,38,35,34,36,60,58,52
15908,Defender,55,63,250000.0,500.0,23,180,69,Bengaluru FC,Indian Super League,2023.0,India,Right,3,2,1,Low/High,72.0,31.0,38.0,51.0,54.0,69.0,48,31,51,37,29,48,45,27,31,52,73,72,61,57,59,34,69,84,68,24,55,53,48,35,35,40,59,50,53
15909,Midfielder,55,62,250000.0,1000.0,22,183,72,Houston Dynamo,USA Major League Soccer,2021.0,United States,Right,2,2,1,Medium/High,72.0,48.0,50.0,57.0,48.0,57.0,49,48,58,57,46,58,53,44,46,55,73,72,66,49,66,50,66,43,61,46,61,45,53,43,41,47,49,47,44
15910,Forward,55,67,300000.0,500.0,18,191,69,Waterford FC,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Right,3,2,1,Medium/Medium,61.0,52.0,50.0,53.0,25.0,61.0,46,55,57,53,43,53,42,50,45,53,51,70,55,51,48,55,54,57,69,42,46,21,53,54,54,51,20,24,20
15911,Midfielder,55,67,300000.0,6000.0,20,177,74,West Ham United,English Premier League,2022.0,Brazil,Right,3,3,1,Medium/Medium,64.0,44.0,53.0,60.0,45.0,47.0,47,44,31,57,38,60,48,37,53,58,68,61,68,48,78,47,50,58,43,41,42,44,49,56,44,53,46,48,45
15912,Midfielder,55,65,275000.0,1000.0,21,175,70,Daegu FC,Korean K League 1,2021.0,Korea Republic,Right,3,2,1,Medium/Medium,64.0,42.0,55.0,62.0,37.0,52.0,47,42,36,60,39,62,45,44,60,61,66,63,63,56,75,48,52,62,52,35,38,23,48,56,45,58,43,39,43
15913,Midfielder,55,60,180000.0,3000.0,25,183,73,Tianjin Jinmen Tiger FC,Chinese Super League,2021.0,China PR,Right,3,2,1,Medium/Medium,67.0,49.0,55.0,58.0,39.0,53.0,51,52,44,58,42,58,49,52,55,60,66,68,66,54,54,47,54,66,51,49,43,39,49,54,44,47,41,37,38
15914,Defender,55,65,250000.0,500.0,19,173,70,Brisbane Roar,Australian Hyundai A-League,2022.0,Australia,Left,2,2,1,Medium/Medium,78.0,39.0,45.0,50.0,47.0,57.0,49,37,38,46,31,45,31,35,45,47,78,78,76,45,71,47,64,70,58,38,37,49,39,47,39,50,46,49,47
15915,Midfielder,55,76,400000.0,500.0,18,173,66,D.C. United,USA Major League Soccer,2023.0,United States,Right,3,2,1,Medium/Low,62.0,55.0,48.0,57.0,20.0,48.0,49,58,26,51,47,56,44,33,44,56,65,59,72,50,63,55,51,54,44,48,49,19,58,50,52,48,17,21,20
15916,Midfielder,55,72,325000.0,500.0,18,176,71,Adelaide United,Australian Hyundai A-League,2022.0,Australia,Left,2,3,1,High/Low,92.0,41.0,42.0,60.0,26.0,41.0,42,43,31,43,38,63,38,33,40,58,91,93,77,35,61,35,43,47,40,44,33,22,41,45,38,40,23,29,29
15917,Forward,55,68,325000.0,800.0,21,181,74,FC Dinamo 1948 Bucureşti,Romanian Liga I,2024.0,Romania,Right,3,2,1,Medium/Medium,64.0,53.0,45.0,55.0,18.0,57.0,37,55,53,56,43,52,37,30,27,54,65,63,70,53,71,55,73,52,66,48,36,15,54,52,60,43,12,17,10
15918,Defender,55,71,300000.0,550.0,18,194,87,Odense Boldklub,Danish Superliga,2021.0,Denmark,Right,4,2,1,Medium/Medium,59.0,27.0,41.0,47.0,53.0,65.0,26,22,54,54,28,41,45,26,52,54,55,63,46,48,60,37,54,55,75,23,53,53,38,29,33,44,51,55,53
15919,Defender,55,63,275000.0,500.0,23,181,73,Mumbai City FC,Indian Super League,2025.0,India,Left,3,2,1,High/Medium,73.0,39.0,47.0,53.0,49.0,56.0,44,39,46,53,37,49,42,31,38,50,74,73,82,54,66,34,58,60,61,39,39,50,52,49,38,42,48,51,44
15920,Midfielder,55,70,300000.0,4000.0,21,168,63,Al Ahli,Saudi Abdul L. Jameel League,2025.0,Saudi Arabia,Right,3,2,1,Medium/Medium,76.0,49.0,51.0,54.0,51.0,47.0,51,49,45,53,36,53,43,42,49,52,74,77,58,50,77,52,59,48,44,51,50,52,49,51,45,38,52,52,50
15921,Defender,55,55,110000.0,500.0,29,175,70,Jamshedpur FC,Indian Super League,2022.0,India,Left,3,2,1,Medium/High,68.0,26.0,39.0,49.0,51.0,64.0,44,21,41,42,25,47,35,29,35,44,69,67,64,50,65,33,75,74,63,26,53,52,35,37,28,43,53,50,52
15922,Midfielder,55,63,275000.0,500.0,23,173,65,Hyderabad FC,Indian Super League,2023.0,India,Right,3,2,1,Medium/Medium,73.0,44.0,51.0,58.0,52.0,60.0,44,42,46,57,35,55,40,38,53,56,72,73,76,53,76,48,65,73,54,47,56,54,49,53,38,45,53,52,51
15923,Midfielder,55,55,130000.0,500.0,28,173,72,Bengaluru FC,Indian Super League,2024.0,India,Right,4,3,1,Medium/Low,70.0,50.0,52.0,59.0,27.0,60.0,51,46,37,52,48,57,60,39,56,55,68,72,84,48,75,58,49,74,62,53,40,21,53,50,42,51,26,28,25
15924,Midfielder,55,58,170000.0,500.0,25,173,65,Odisha FC,Indian Super League,2023.0,India,Right,4,2,1,Medium/Medium,78.0,45.0,49.0,56.0,26.0,63.0,50,42,39,50,47,52,51,34,44,55,79,77,74,45,79,53,39,63,61,45,73,21,49,53,42,44,26,25,26
15925,Midfielder,55,56,150000.0,500.0,25,178,64,Hyderabad FC,Indian Super League,2023.0,India,Right,4,2,1,High/High,74.0,49.0,46.0,57.0,38.0,55.0,47,48,40,49,46,57,45,32,44,55,73,75,67,50,69,53,64,66,50,50,50,43,50,45,40,49,39,36,33
15926,Defender,55,62,240000.0,500.0,23,170,66,NorthEast United FC,Indian Super League,2022.0,India,Right,4,2,1,Medium/Medium,74.0,29.0,43.0,51.0,49.0,67.0,49,24,44,45,21,49,47,32,41,48,72,75,69,49,70,29,69,63,64,38,77,50,44,37,32,37,48,51,49
15927,Midfielder,55,56,150000.0,500.0,26,166,65,FC Goa,Indian Super League,2023.0,India,Right,3,2,1,Medium/Medium,76.0,44.0,48.0,57.0,29.0,51.0,51,40,38,50,44,55,46,44,42,53,73,79,77,45,76,52,50,72,44,46,43,20,52,47,35,46,29,35,21
15928,Forward,55,69,300000.0,650.0,19,177,71,FC Dinamo 1948 Bucureşti,Romanian Liga I,2023.0,Romania,Right,3,3,1,Medium/Medium,68.0,51.0,50.0,56.0,23.0,31.0,53,52,35,52,48,57,47,30,42,54,72,65,48,49,90,59,45,32,32,42,25,19,53,54,47,46,22,22,23
15929,Midfielder,55,71,325000.0,550.0,19,166,60,FC Voluntari,Romanian Liga I,2023.0,Romania,Right,2,2,1,Medium/Medium,58.0,42.0,52.0,55.0,48.0,61.0,42,41,48,59,32,52,38,36,55,57,52,63,61,49,71,46,62,72,55,45,62,51,46,56,38,45,47,49,44
15930,Midfielder,55,69,300000.0,750.0,20,171,69,CS Mioveni,Romanian Liga I,2025.0,Romania,Right,2,2,1,Medium/Low,73.0,34.0,53.0,54.0,39.0,50.0,53,28,17,57,31,48,34,23,54,57,75,71,70,67,48,47,33,73,42,38,46,42,46,58,14,41,36,46,42
15931,Midfielder,55,75,350000.0,600.0,18,176,74,FC Farul Constanța,Romanian Liga I,2023.0,Romania,Right,2,2,1,Medium/Medium,78.0,45.0,51.0,57.0,32.0,44.0,30,39,24,60,36,51,50,30,55,63,74,81,80,47,50,61,56,50,35,50,56,33,35,58,32,42,23,43,33
15932,Defender,55,69,275000.0,850.0,19,173,73,FC Farul Constanța,Romanian Liga I,2023.0,Romania,Right,2,2,1,Medium/Medium,78.0,32.0,48.0,53.0,48.0,49.0,47,33,49,57,33,49,27,11,48,52,80,77,72,50,64,27,62,54,42,31,58,49,47,46,28,41,43,51,50
15933,Midfielder,55,65,275000.0,4000.0,20,187,79,Torino F.C.,Italian Serie A,2023.0,France,Right,2,2,1,Medium/Medium,46.0,47.0,55.0,56.0,53.0,61.0,46,41,59,63,41,56,43,43,62,58,51,41,56,56,48,64,50,41,68,42,71,44,55,52,45,48,52,57,56
15934,Defender,55,69,275000.0,1000.0,19,183,73,Leyton Orient,English League Two,2022.0,Republic of Ireland,Left,3,2,1,Medium/High,67.0,23.0,34.0,39.0,55.0,62.0,33,19,52,40,25,39,20,22,34,34,65,68,41,50,57,34,70,55,68,19,53,54,24,31,35,40,56,57,55
15935,Defender,55,68,300000.0,2000.0,21,183,68,Queens Park Rangers,English League Championship,2021.0,England,Left,2,2,1,Medium/Medium,62.0,26.0,33.0,36.0,57.0,58.0,25,21,51,39,26,27,28,22,30,37,64,60,41,50,83,38,70,61,59,24,50,55,26,35,33,46,54,60,62
15936,Midfielder,55,69,300000.0,1000.0,19,181,74,Silkeborg IF,Danish Superliga,2024.0,Denmark,Right,3,2,1,Medium/Medium,58.0,46.0,52.0,58.0,52.0,57.0,42,45,48,60,43,56,42,38,52,58,54,62,65,52,65,55,62,67,56,42,48,51,53,52,35,55,50,55,50
