position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
1,63,64,550000.0,500.0,27,172,71,Sport Huancayo,Peruvian Primera División,2021.0,Peru,1,3,2,1,3,68.0,61.0,51.0,62.0,31.0,65.0,46,67,60,57,49,61,48,47,36,60,67,69,72,68,72,61,75,71,59,51,70,33,63,59,60,50,22,32,25
0,63,71,1000000.0,4000.0,22,178,69,Santos Laguna,Mexican Liga MX,2025.0,Mexico,1,2,2,1,5,51.0,34.0,48.0,61.0,61.0,60.0,65,32,57,55,34,62,40,34,30,65,65,39,56,51,72,35,56,71,58,34,51,59,46,36,45,44,55,66,72
0,63,80,1200000.0,7000.0,19,184,73,Leeds United,English Premier League,2024.0,England,1,3,2,1,5,78.0,35.0,52.0,62.0,56.0,62.0,62,29,55,56,30,63,34,31,52,61,79,78,67,57,73,42,62,65,60,33,61,53,58,46,42,47,53,62,57
2,63,75,1200000.0,3000.0,22,174,70,Rosario Central,Argentina Primera División,2023.0,Argentina,0,3,3,1,3,78.0,58.0,57.0,66.0,35.0,48.0,65,63,41,60,48,68,49,44,50,65,79,78,75,52,75,60,54,55,51,51,32,29,48,54,51,47,38,36,32
0,63,70,900000.0,500.0,22,184,76,Montevideo City Torque,Uruguayan Primera División,2023.0,Uruguay,0,3,2,1,5,57.0,28.0,40.0,46.0,62.0,67.0,31,24,65,55,26,32,36,22,40,60,51,62,55,61,61,42,63,62,68,21,70,58,23,26,34,43,59,67,62
2,63,75,1200000.0,1000.0,20,175,69,Atlanta United,USA Major League Soccer,2021.0,Argentina,1,3,2,1,6,67.0,47.0,58.0,62.0,61.0,61.0,48,40,56,66,39,62,43,41,61,63,70,65,65,64,68,57,64,72,54,50,66,62,62,60,42,48,56,68,62
1,63,69,775000.0,500.0,24,180,84,Club Nacional,Paraguayan Primera División,2022.0,Paraguay,1,3,2,1,4,59.0,65.0,51.0,58.0,21.0,62.0,55,67,63,58,61,60,40,30,51,58,57,60,59,52,49,68,78,61,72,58,33,18,65,45,60,52,15,15,21
2,63,63,525000.0,500.0,25,175,72,Guaireña FC,Paraguayan Primera División,2021.0,Paraguay,1,3,3,1,4,62.0,49.0,59.0,60.0,29.0,50.0,60,59,44,64,33,59,31,32,58,65,60,63,60,60,63,44,57,56,55,31,29,31,65,65,42,43,25,27,23
0,63,66,550000.0,500.0,27,175,69,Club Nacional,Paraguayan Primera División,2021.0,Paraguay,1,2,2,1,4,55.0,53.0,54.0,61.0,64.0,67.0,46,55,52,60,28,60,32,35,60,65,50,59,53,60,61,51,67,70,66,61,68,61,60,56,37,59,68,68,60
2,63,79,1300000.0,1000.0,20,169,56,Valenciennes FC,French Ligue 2,2023.0,France,1,2,3,1,4,74.0,59.0,53.0,74.0,32.0,33.0,42,64,39,56,53,74,57,47,47,72,78,71,90,53,91,61,50,32,30,52,39,24,49,62,53,67,39,28,36
2,63,76,1100000.0,500.0,18,180,66,Wisła Płock,Polish T-Mobile Ekstraklasa,2022.0,Poland,1,3,3,1,4,77.0,58.0,55.0,62.0,26.0,54.0,57,62,52,58,42,60,50,32,51,63,76,77,73,56,71,58,60,74,40,52,61,37,60,56,60,55,21,18,18
0,63,68,675000.0,2000.0,24,173,70,Gamba Osaka,Japanese J. League Division 1,2022.0,Japan,0,3,2,1,4,72.0,35.0,58.0,59.0,57.0,68.0,63,26,52,60,20,56,35,30,58,60,73,72,70,55,73,53,70,72,68,36,62,57,52,61,31,49,56,60,60
0,63,68,675000.0,2000.0,23,185,79,Vissel Kobe,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,5,63.0,22.0,50.0,52.0,61.0,74.0,50,18,63,60,27,50,26,23,59,56,59,67,48,62,49,30,61,70,80,21,65,60,34,36,21,45,59,64,60
0,63,68,675000.0,500.0,24,170,67,Club Social y Deportivo Macará,Ecuadorian Serie A,2025.0,Ecuador,0,3,2,1,5,78.0,57.0,56.0,65.0,58.0,58.0,62,59,40,62,49,67,44,35,44,64,80,76,70,52,75,59,51,61,63,50,43,61,65,59,49,50,59,60,57
0,63,69,725000.0,500.0,22,175,72,Club Social y Deportivo Macará,Ecuadorian Serie A,2025.0,Ecuador,1,3,2,1,4,80.0,28.0,47.0,58.0,59.0,60.0,60,29,55,59,28,57,33,35,27,59,78,81,70,53,59,21,62,62,65,26,45,60,42,32,37,44,57,61,59
2,63,71,1000000.0,500.0,24,188,83,HJK Helsinki,Finnish Veikkausliiga,2022.0,Portugal,1,3,2,1,4,59.0,34.0,48.0,54.0,62.0,73.0,29,27,56,60,32,49,33,39,57,58,56,62,55,59,65,47,70,74,78,29,61,64,42,47,51,53,60,65,59
1,63,71,1100000.0,2000.0,22,188,77,Inter Miami CF,USA Major League Soccer,2021.0,United States,1,3,2,1,4,75.0,61.0,47.0,64.0,29.0,60.0,36,64,58,59,60,65,36,32,35,63,72,78,63,63,65,64,58,70,65,50,33,24,63,54,59,64,20,32,29
0,63,68,675000.0,2000.0,23,177,72,FC Tokyo,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,5,64.0,33.0,47.0,56.0,60.0,69.0,59,32,59,56,30,54,27,27,47,56,62,66,64,55,67,48,70,70,70,19,65,59,41,31,40,44,57,65,61
0,63,67,625000.0,1000.0,24,185,79,San Jose Earthquakes,USA Major League Soccer,2021.0,United States,0,2,2,1,4,61.0,25.0,42.0,53.0,64.0,68.0,36,21,60,58,24,49,27,21,45,58,57,65,57,59,51,32,75,70,73,24,53,64,32,29,36,49,67,65,60
1,63,63,525000.0,3000.0,27,183,78,Gaz Metan Mediaş,Romanian Liga I,2022.0,Romania,1,3,3,1,3,71.0,63.0,43.0,62.0,23.0,63.0,42,62,62,49,54,62,45,35,25,63,72,71,65,57,61,67,71,71,64,60,48,17,64,48,71,58,17,19,24
2,63,76,1100000.0,2000.0,18,175,68,Cagliari,Italian Serie A,2023.0,France,0,3,3,1,5,67.0,55.0,62.0,65.0,39.0,52.0,64,55,53,63,53,68,61,57,57,64,67,67,58,55,76,55,47,52,55,55,45,24,53,62,56,48,29,50,49
2,63,72,1000000.0,650.0,19,175,66,Shimizu S-Pulse,Japanese J. League Division 1,2024.0,Japan,1,3,2,1,4,70.0,54.0,62.0,66.0,47.0,50.0,57,58,46,66,41,67,51,53,64,66,66,74,62,57,72,51,55,55,47,51,50,49,60,62,48,62,44,50,48
0,63,65,525000.0,2000.0,25,187,82,AFC Chindia Târgoviște,Romanian Liga I,2022.0,Romania,1,2,2,1,4,50.0,38.0,41.0,42.0,64.0,68.0,28,32,63,45,34,33,30,36,38,43,46,54,54,55,66,48,80,62,72,42,61,63,51,52,33,61,63,65,65
2,63,64,550000.0,500.0,27,173,68,Aragua Fútbol Club,Venezuelan Primera División,2022.0,Venezuela,1,4,3,1,4,60.0,56.0,59.0,61.0,50.0,60.0,39,60,44,68,34,62,45,36,65,63,58,62,61,54,56,47,53,65,64,61,43,56,63,66,46,47,37,64,37
0,63,70,900000.0,2000.0,24,192,86,MSV Duisburg,German 3. Bundesliga,2022.0,Bulgaria,1,3,2,1,4,61.0,40.0,46.0,52.0,62.0,74.0,39,32,60,49,33,47,34,40,56,56,55,66,60,61,49,61,70,68,85,39,55,64,42,45,46,57,62,61,62
2,63,69,700000.0,1000.0,24,194,85,Wisła Kraków,Polish T-Mobile Ekstraklasa,2023.0,Serbia,0,3,2,1,5,65.0,48.0,53.0,56.0,60.0,73.0,38,43,45,63,33,54,43,41,56,60,68,63,60,55,51,57,57,63,80,53,72,67,45,52,45,47,59,62,60
2,63,77,1200000.0,3000.0,21,178,70,Rosario Central,Argentina Primera División,2023.0,Argentina,0,3,3,1,4,68.0,53.0,65.0,63.0,57.0,51.0,56,48,51,72,54,62,60,55,65,63,66,70,70,54,70,62,53,55,48,52,55,59,61,66,61,67,58,57,58
1,63,78,1200000.0,950.0,20,175,70,Club Deportivo Palestino,Chilian Campeonato Nacional,2021.0,Chile,1,3,2,1,4,74.0,60.0,41.0,65.0,19.0,56.0,29,64,61,52,34,67,31,34,28,66,72,75,66,55,59,64,65,66,62,55,27,12,64,48,57,55,15,16,15
2,63,78,1200000.0,8000.0,20,172,71,Colchester United,English League Two,2021.0,England,1,4,3,1,6,85.0,60.0,56.0,65.0,39.0,50.0,57,61,43,57,56,65,55,53,52,62,84,85,80,48,80,59,49,58,53,59,31,40,60,56,58,60,40,39,33
0,63,69,700000.0,600.0,23,173,71,FSV Zwickau,German 3. Bundesliga,2023.0,Turkey,0,3,2,1,5,76.0,51.0,58.0,63.0,58.0,60.0,61,53,46,58,36,61,54,40,57,58,81,71,80,60,83,53,57,76,56,49,53,57,58,61,49,58,63,59,55
2,63,68,725000.0,1000.0,24,183,73,IFK Göteborg,Swedish Allsvenskan,2024.0,Sweden,0,3,2,1,4,73.0,56.0,58.0,62.0,35.0,55.0,59,57,38,61,48,61,57,43,51,62,74,72,67,55,66,55,49,62,56,56,46,36,64,62,45,58,38,35,25
2,63,68,725000.0,500.0,23,173,67,12 de Octubre FC,Paraguayan Primera División,2021.0,Paraguay,1,3,2,1,4,61.0,56.0,57.0,63.0,52.0,53.0,49,63,38,65,36,64,36,37,59,65,66,57,59,63,63,41,66,70,49,63,37,62,60,60,45,45,42,61,52
0,63,72,1000000.0,1000.0,23,186,81,Belenenses SAD,Portuguese Liga ZON SAGRES,2024.0,Portugal,0,3,2,1,5,49.0,26.0,47.0,43.0,63.0,67.0,35,20,57,61,34,38,24,25,53,44,43,53,46,59,49,37,70,55,72,25,70,59,26,41,39,44,58,70,67
1,63,79,1200000.0,2000.0,19,171,60,KAS Eupen,Belgian Jupiler Pro League,2022.0,Ghana,1,3,3,1,5,79.0,48.0,55.0,72.0,31.0,34.0,54,50,47,57,44,73,46,44,52,64,87,73,91,68,90,54,68,34,29,39,38,21,50,58,45,54,33,28,42
0,63,76,1100000.0,800.0,22,192,81,SV Waldhof Mannheim 07,German 3. Bundesliga,2023.0,Germany,1,4,2,1,4,61.0,28.0,42.0,45.0,61.0,72.0,31,20,62,56,26,42,23,22,51,47,54,66,47,54,42,53,54,56,81,23,76,59,28,33,30,44,61,62,63
2,63,74,1000000.0,600.0,21,180,70,Varbergs BoIS FC,Swedish Allsvenskan,2023.0,South Africa,1,3,2,1,5,65.0,46.0,58.0,63.0,58.0,69.0,44,40,51,66,45,61,45,42,64,64,69,62,67,58,68,55,70,74,69,44,61,62,58,61,56,63,60,57,55
0,63,73,1000000.0,1000.0,20,184,72,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,2023.0,Poland,0,2,2,1,4,73.0,45.0,56.0,59.0,57.0,63.0,58,53,44,60,36,58,54,30,57,61,77,69,58,58,61,42,64,67,62,34,61,60,54,55,38,55,54,62,60
2,63,69,775000.0,950.0,22,175,74,Mjøndalen IF,Norwegian Eliteserien,2022.0,Norway,1,3,3,1,5,76.0,60.0,56.0,65.0,52.0,55.0,58,59,47,59,54,65,57,53,52,63,76,76,76,56,73,65,55,66,55,60,43,51,57,54,58,59,55,53,46
2,63,70,975000.0,2000.0,22,173,65,Sanfrecce Hiroshima,Japanese J. League Division 1,2022.0,Japan,1,3,3,1,5,69.0,46.0,58.0,66.0,40.0,51.0,57,43,45,64,36,71,50,38,55,64,70,69,61,58,75,52,57,60,42,46,60,43,63,60,37,51,35,40,48
2,63,69,750000.0,2000.0,23,175,68,Portland Timbers,USA Major League Soccer,2021.0,United States,0,4,2,1,5,71.0,56.0,61.0,64.0,54.0,54.0,66,54,43,62,48,66,61,48,60,60,74,69,67,54,71,61,57,53,55,57,52,52,60,58,44,65,58,56,48
2,63,78,1200000.0,2000.0,20,180,75,Club Atlético Huracán,Argentina Primera División,2023.0,Argentina,1,3,2,1,3,75.0,54.0,57.0,63.0,32.0,56.0,62,53,40,57,48,65,55,46,50,63,73,77,70,50,68,63,46,69,59,48,33,25,59,58,50,43,30,35,30
0,63,67,650000.0,500.0,24,177,78,Carlos A. Mannucci,Peruvian Primera División,2021.0,Peru,1,2,2,1,5,69.0,36.0,48.0,58.0,61.0,52.0,58,32,61,57,29,49,34,36,45,64,74,65,73,66,69,42,60,63,51,37,41,55,42,30,48,62,65,64,55
1,63,69,775000.0,500.0,24,176,69,Club Bolívar,Liga de Fútbol Profesional Boliviano,2023.0,Bolivia,1,3,2,1,4,62.0,64.0,49.0,65.0,40.0,57.0,40,70,68,55,55,67,31,36,53,65,62,62,67,53,78,60,66,70,52,60,53,35,62,50,55,49,39,35,41
0,63,67,625000.0,1000.0,24,193,84,FC Dallas,USA Major League Soccer,2021.0,United States,1,3,2,1,5,59.0,34.0,45.0,52.0,61.0,75.0,26,32,57,57,22,48,21,27,63,53,62,56,50,60,54,43,77,73,81,35,60,64,31,40,30,69,60,63,59
0,63,73,1000000.0,2000.0,22,181,73,Moreirense FC,Portuguese Liga ZON SAGRES,2024.0,Portugal,0,3,3,1,5,69.0,43.0,59.0,61.0,58.0,57.0,62,36,49,61,45,58,64,61,58,62,69,69,74,61,66,56,56,55,56,45,61,58,52,52,43,57,55,62,64
0,63,76,1100000.0,500.0,21,186,78,Al Ain FC,UAE Arabian Gulf League,2022.0,Brazil,0,2,2,1,4,71.0,33.0,46.0,55.0,62.0,70.0,52,28,60,50,30,55,49,35,39,55,70,72,60,59,62,39,69,62,76,34,64,58,45,39,35,43,64,64,59
2,63,78,1100000.0,2000.0,19,188,86,Venezia FC,Italian Serie A,2025.0,United States,1,5,2,1,4,67.0,47.0,63.0,65.0,56.0,69.0,53,46,45,66,41,64,50,42,70,67,64,69,65,60,69,53,59,73,79,43,39,55,66,69,41,63,68,52,49
2,63,79,1200000.0,2000.0,19,175,64,Elche CF,Spain Primera Division,2023.0,Spain,1,3,3,1,4,63.0,45.0,62.0,65.0,61.0,48.0,52,41,58,70,46,66,50,45,67,63,63,63,63,64,74,56,64,55,36,41,63,59,41,63,55,55,64,59,62
1,63,75,1100000.0,2000.0,19,182,78,Benevento,Italian Serie B,2022.0,Italy,1,3,2,1,4,64.0,63.0,45.0,59.0,19.0,66.0,40,64,64,54,56,58,37,31,41,63,66,63,52,62,60,68,69,58,74,56,56,15,65,43,58,51,14,11,19
2,63,81,1200000.0,700.0,17,171,65,VfB Stuttgart,German 1. Bundesliga,2025.0,Turkey,0,3,3,1,3,61.0,53.0,66.0,66.0,47.0,44.0,64,54,49,70,49,67,54,58,69,68,55,65,53,57,90,57,50,36,43,43,54,31,63,65,54,64,47,54,57
2,63,77,1100000.0,750.0,19,178,74,Odds BK,Norwegian Eliteserien,2024.0,Norway,1,2,3,1,4,66.0,47.0,59.0,65.0,56.0,62.0,48,43,52,66,42,64,46,39,63,65,68,65,64,61,74,54,69,68,59,45,60,61,63,64,45,68,57,55,53
1,63,68,725000.0,650.0,25,194,87,Bengaluru FC,Indian Super League,2023.0,Congo,1,3,2,1,4,54.0,65.0,48.0,54.0,29.0,68.0,46,65,73,58,65,53,38,41,31,58,53,55,48,54,43,70,56,52,82,61,56,22,65,48,64,58,21,28,21
1,63,72,1100000.0,2000.0,20,176,70,Unión de Santa Fe,Argentina Primera División,2023.0,Argentina,1,3,2,1,5,77.0,61.0,56.0,67.0,35.0,55.0,57,64,43,58,63,69,69,39,53,67,78,77,72,45,78,68,53,65,58,49,33,32,58,55,49,46,34,35,31
1,63,74,1000000.0,2000.0,19,170,63,Vélez Sarsfield,Argentina Primera División,2022.0,Argentina,0,3,2,1,4,78.0,62.0,54.0,66.0,27.0,46.0,55,61,63,58,49,65,49,47,47,63,79,77,83,57,78,65,71,54,43,63,39,23,59,56,62,55,21,25,23
2,63,67,700000.0,1000.0,24,176,60,Radomiak Radom,Polish T-Mobile Ekstraklasa,2022.0,Poland,0,3,3,1,5,78.0,52.0,59.0,63.0,25.0,43.0,62,56,39,61,44,63,52,42,56,63,81,75,78,54,68,52,33,52,41,45,38,21,55,61,57,46,23,24,25
2,63,70,950000.0,1000.0,24,178,68,USL Dunkerque,French Ligue 2,2022.0,France,1,3,2,1,5,73.0,60.0,58.0,63.0,60.0,57.0,38,58,55,64,60,60,62,64,57,65,76,71,65,62,73,68,59,79,50,55,48,59,61,66,55,60,60,64,58
1,63,70,975000.0,2000.0,22,185,71,Dundee United,Scottish Premiership,2022.0,Scotland,1,3,3,1,5,72.0,61.0,60.0,63.0,42.0,65.0,63,64,62,63,48,63,69,30,58,64,74,70,64,56,71,62,67,70,71,57,44,41,60,58,64,59,28,50,44
2,63,64,550000.0,3000.0,27,186,75,Viborg FF,Danish Superliga,2024.0,Denmark,0,3,2,1,5,57.0,60.0,60.0,61.0,60.0,70.0,56,60,65,65,48,61,57,52,61,65,54,59,52,60,54,65,74,80,64,56,70,58,64,58,65,60,56,62,62
0,63,77,1100000.0,1000.0,19,182,72,Sunderland,English League One,2024.0,England,0,3,2,1,5,62.0,39.0,50.0,60.0,61.0,58.0,59,40,57,53,29,66,50,43,35,54,64,60,53,63,64,37,63,57,56,34,62,63,50,48,47,51,57,62,68
1,63,76,1200000.0,2000.0,21,185,79,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,2024.0,Switzerland,0,3,2,1,4,69.0,65.0,50.0,63.0,28.0,54.0,52,65,60,54,60,64,50,45,39,68,68,69,60,51,56,71,47,53,65,60,29,26,60,50,63,53,20,26,28
0,63,76,1100000.0,2000.0,19,179,76,Standard de Liège,Belgian Jupiler Pro League,2022.0,Serbia,1,4,2,1,6,73.0,25.0,55.0,61.0,59.0,70.0,57,15,54,61,28,60,32,24,58,64,71,74,64,55,62,39,67,66,68,32,79,55,28,53,30,47,58,63,61
2,63,63,230000.0,2000.0,34,173,70,USL Dunkerque,French Ligue 2,2022.0,France,1,3,2,1,4,63.0,60.0,64.0,65.0,47.0,57.0,56,58,37,64,46,62,71,68,61,65,59,66,67,58,84,59,49,66,59,67,45,45,63,70,56,69,48,50,48
0,63,72,1000000.0,1000.0,21,185,79,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,2022.0,Poland,1,2,2,1,5,60.0,43.0,42.0,45.0,63.0,71.0,33,48,58,54,25,33,42,31,40,48,56,63,63,59,73,42,68,68,75,41,63,63,30,32,34,52,64,64,61
0,63,63,425000.0,1000.0,29,173,69,1. FC Saarbrücken,German 3. Bundesliga,2022.0,Germany,0,2,2,1,5,73.0,39.0,57.0,64.0,57.0,57.0,62,30,43,61,54,62,60,50,47,59,75,71,82,52,84,53,61,79,45,34,57,57,49,52,50,59,58,61,59
0,63,78,1100000.0,2000.0,20,185,75,Brøndby IF,Danish Superliga,2025.0,Norway,1,3,2,1,5,67.0,29.0,47.0,52.0,64.0,68.0,32,26,64,57,25,47,37,28,52,58,62,71,45,56,61,40,68,70,71,21,58,60,29,46,41,57,62,67,65
1,63,78,1100000.0,4000.0,18,182,83,Stade Rennais FC,French Ligue 1,2023.0,France,1,3,3,1,4,79.0,63.0,52.0,66.0,22.0,52.0,51,61,54,55,61,68,56,46,41,64,78,79,74,52,73,70,51,50,58,60,39,21,58,56,62,53,17,18,20
2,63,80,1200000.0,1000.0,17,188,83,Stade Rennais FC,French Ligue 1,2024.0,France,1,3,2,1,4,67.0,50.0,60.0,65.0,58.0,69.0,46,43,58,71,43,64,59,41,64,69,68,67,67,56,64,65,71,69,70,51,66,55,57,57,52,59,54,64,58
0,63,68,675000.0,1000.0,23,187,77,VfL Osnabrück,German 3. Bundesliga,2023.0,Germany,1,3,2,1,5,86.0,40.0,57.0,63.0,55.0,64.0,60,36,50,61,29,64,61,28,45,62,85,86,69,51,65,57,61,72,62,29,61,55,52,60,51,58,52,60,57
2,63,70,975000.0,1000.0,22,170,65,Oita Trinita,Japanese J. League Division 1,2022.0,Japan,1,3,2,1,4,88.0,50.0,60.0,66.0,23.0,47.0,58,52,28,64,56,66,63,59,62,63,88,88,83,45,80,54,56,53,46,38,41,24,56,51,54,61,23,21,26
2,63,66,650000.0,550.0,24,181,73,Sportclub Verl,German 3. Bundesliga,2023.0,Germany,1,3,2,1,4,84.0,63.0,55.0,66.0,31.0,52.0,58,63,56,58,63,67,53,43,51,66,85,84,71,55,73,70,47,54,56,61,42,19,52,51,62,53,30,33,29
2,63,71,1100000.0,8000.0,23,186,74,CD Tondela,Portuguese Liga ZON SAGRES,2022.0,Italy,1,2,2,1,4,61.0,50.0,62.0,58.0,61.0,58.0,48,51,65,73,36,57,42,45,72,62,62,61,54,65,57,57,56,53,56,40,68,60,55,60,57,45,54,67,63
1,63,68,725000.0,2000.0,24,196,92,SSV Jahn Regensburg,German 2. Bundesliga,2023.0,Germany,1,4,2,1,4,57.0,61.0,40.0,58.0,27.0,74.0,33,65,70,45,59,59,30,27,36,61,55,58,51,55,36,68,65,67,89,45,48,19,66,46,60,61,24,20,25
0,63,69,700000.0,500.0,23,190,82,Sportclub Verl,German 3. Bundesliga,2022.0,Denmark,0,3,2,1,4,59.0,24.0,43.0,51.0,62.0,72.0,20,18,66,55,20,47,29,21,48,54,55,63,53,58,44,37,67,61,81,23,65,58,28,48,39,61,62,64,56
0,63,70,925000.0,2000.0,23,179,79,Club Atlético Huracán,Argentina Primera División,2023.0,Argentina,1,3,2,1,4,73.0,39.0,52.0,61.0,58.0,60.0,59,34,37,55,45,62,57,29,51,59,72,74,66,56,65,50,56,74,55,37,55,55,51,46,30,46,58,63,66
2,63,74,1000000.0,1000.0,21,185,71,Chamois Niortais Football Club,French Ligue 2,2024.0,France,1,4,2,1,4,70.0,54.0,61.0,67.0,58.0,64.0,53,51,52,68,48,69,64,55,66,66,72,69,65,60,61,63,62,62,65,53,63,60,51,53,56,63,57,60,56
1,63,66,625000.0,3000.0,25,180,70,Oxford United,English League One,2023.0,Northern Ireland,1,3,3,1,5,77.0,59.0,58.0,63.0,26.0,55.0,60,58,43,59,54,62,56,52,55,61,78,77,75,57,73,62,66,68,52,59,42,22,60,60,57,58,23,26,22
2,63,68,725000.0,1000.0,23,183,78,1. FC Magdeburg,German 3. Bundesliga,2022.0,Poland,1,2,2,1,5,59.0,51.0,63.0,63.0,63.0,67.0,62,50,59,66,48,63,62,52,65,63,64,55,63,57,66,55,57,77,63,49,65,60,57,60,48,59,60,67,65
2,63,71,1100000.0,2000.0,22,175,70,SD Huesca,Spanish Segunda División,2022.0,Spain,1,3,2,1,4,75.0,57.0,57.0,62.0,33.0,49.0,67,60,50,58,53,65,50,48,56,64,74,75,58,45,68,65,49,66,47,41,33,25,59,51,69,51,36,30,29
0,63,69,700000.0,2000.0,23,187,76,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,2023.0,Poland,0,2,2,1,4,77.0,40.0,50.0,59.0,58.0,62.0,58,43,48,57,27,59,44,30,42,57,78,77,71,55,64,46,52,66,63,28,56,60,46,42,40,48,60,58,58
0,63,75,1100000.0,2000.0,20,185,80,Benevento,Italian Serie B,2025.0,Italy,0,2,2,1,4,63.0,31.0,50.0,53.0,63.0,64.0,56,18,57,54,27,51,51,28,49,56,62,63,49,63,54,57,61,48,73,34,63,65,30,43,36,47,64,63,62
1,63,76,1100000.0,1000.0,19,183,67,CD Lugo,Spanish Segunda División,2023.0,Bolivia,1,3,2,1,4,62.0,64.0,58.0,65.0,25.0,52.0,49,65,55,62,65,72,64,50,52,60,63,62,56,62,63,65,56,56,55,63,39,23,54,65,71,54,25,17,26
2,63,63,475000.0,2000.0,29,176,71,Campionii FC Arges,Romanian Liga I,2023.0,Romania,1,2,3,1,4,67.0,59.0,62.0,64.0,48.0,63.0,48,50,40,70,57,64,53,63,66,65,66,68,67,58,68,69,51,67,69,70,48,55,62,59,52,62,46,47,49
0,63,63,425000.0,2000.0,30,177,75,AFC UTA Arad,Romanian Liga I,2022.0,Romania,1,3,2,1,5,66.0,30.0,51.0,52.0,58.0,66.0,62,26,46,57,25,38,35,52,49,62,67,66,71,57,58,32,63,68,66,31,62,62,52,35,37,61,53,64,63
0,63,63,425000.0,2000.0,29,172,68,AFC Chindia Târgoviște,Romanian Liga I,2022.0,Albania,0,3,2,1,5,74.0,34.0,52.0,59.0,58.0,60.0,58,31,44,57,29,54,44,46,48,56,77,72,83,59,82,33,66,72,52,37,62,58,48,44,34,43,57,62,61
0,63,65,475000.0,3000.0,28,193,79,Harrogate Town,English League Two,2024.0,England,0,2,2,1,5,53.0,27.0,40.0,45.0,62.0,77.0,22,24,62,52,28,39,33,28,43,47,54,52,50,58,53,33,65,79,81,21,65,61,33,39,39,54,62,63,61
1,63,63,475000.0,3000.0,29,183,74,Harrogate Town,English League Two,2023.0,England,1,3,2,1,5,71.0,61.0,47.0,60.0,22.0,75.0,35,61,62,55,55,58,42,40,39,61,70,71,66,61,65,64,91,79,76,57,62,13,63,53,60,56,19,20,13
2,63,76,1100000.0,700.0,18,177,73,Piast Gliwice,Polish T-Mobile Ekstraklasa,2023.0,Poland,1,3,3,1,4,81.0,61.0,56.0,64.0,29.0,39.0,58,67,43,56,52,63,51,42,56,66,82,80,71,51,73,56,43,46,37,55,32,30,61,60,54,58,24,29,31
2,63,67,700000.0,900.0,23,175,72,Warta Poznań,Polish T-Mobile Ekstraklasa,2022.0,Poland,1,3,2,1,4,66.0,56.0,58.0,63.0,54.0,58.0,48,58,49,63,56,64,44,38,64,62,68,64,67,65,58,53,53,80,46,59,61,58,59,63,44,55,47,60,53
2,63,75,1100000.0,3000.0,19,180,70,Borussia Mönchengladbach,German 1. Bundesliga,2025.0,Germany,1,3,2,1,4,67.0,65.0,62.0,64.0,37.0,48.0,63,65,63,64,68,64,69,56,57,65,66,67,66,49,74,64,50,54,47,65,42,40,61,59,68,51,38,28,28
2,63,74,1000000.0,4000.0,20,185,75,Borussia Mönchengladbach,German 1. Bundesliga,2025.0,Norway,1,3,2,1,4,60.0,55.0,64.0,65.0,56.0,60.0,64,56,58,67,56,65,57,57,66,68,66,55,55,60,61,62,59,62,61,45,56,50,58,62,60,66,53,60,59
1,63,77,1200000.0,4000.0,21,183,73,Angers SCO,French Ligue 1,2024.0,France,0,3,2,1,5,75.0,60.0,58.0,68.0,26.0,59.0,59,58,51,60,56,73,64,63,50,69,75,75,67,50,63,68,57,54,71,60,35,21,50,58,54,51,18,30,27
1,63,70,975000.0,2000.0,23,184,80,Godoy Cruz,Argentina Primera División,2023.0,Argentina,1,3,2,1,4,63.0,64.0,49.0,62.0,26.0,62.0,41,64,63,55,57,62,49,35,45,64,62,64,61,61,55,65,75,55,74,62,39,23,61,55,71,59,25,19,21
1,63,81,1200000.0,1000.0,18,169,67,Real Madrid CF,Spain Primera Division,2022.0,Spain,1,3,3,1,4,74.0,64.0,51.0,69.0,19.0,43.0,40,66,56,57,60,73,61,45,44,68,75,74,61,62,80,69,58,53,40,57,35,17,59,55,72,52,16,13,12
1,63,79,1300000.0,500.0,19,176,78,Club Olimpia,Paraguayan Primera División,2024.0,Paraguay,0,4,2,1,4,72.0,67.0,48.0,62.0,18.0,58.0,33,72,57,58,55,63,54,48,45,60,73,72,67,52,68,65,68,66,59,60,43,13,61,47,70,52,10,17,11
1,63,75,1200000.0,3000.0,21,188,80,Gimnasia y Esgrima La Plata,Argentina Primera División,2022.0,Argentina,1,3,2,1,4,49.0,63.0,50.0,57.0,32.0,67.0,44,66,71,60,48,54,40,28,41,67,46,51,44,62,49,69,64,65,71,56,59,32,65,52,61,62,29,24,26
